sentence,label
"The government is watching closely to see if their presence in the townships leads to increased anti-government protests and violence; if it does, Pretoria will use this as a reason to keep Mr. Mandela behind bars.","The government is watching closely to see if their presence in the townships leads to increased anti-government protests and violence; if it does lead to increased anti-government protests and violence, Pretoria will use this as a reason to keep Mr. Mandela behind bars."
"She will high-five Daniel, but she won’t Samson.","She will high-five Daniel, but she won’t high-five Samson."
"Maybe after the staffers explain their work to the Poles, they'd be willing to come back and do the same for the American people.","Maybe after the staffers explain their work to the Poles, they'd be willing to come back and explain their work to the American people."
"Mr. Good, who documents these things as best he can, provides an official explanation in the form of a memorandum from Chief of Staff George C. Marshall to President Roosevelt: ""1,430 pounds of ammunition,"" he wrote his commander in chief, were expended on ""unidentified aircraft,"" flying at speeds as slow as 200 mph and elevations between 9,000 and 18,000 feet.","Mr. Good, who documents these things as best he can, provides an official explanation in the form of a memorandum from Chief of Staff George C. Marshall to President Roosevelt: ""1,430 pounds of ammunition,"" he wrote his commander in chief, were expended on ""unidentified aircraft,"" flying at speeds as slow as 200 mph and elevations between 9,000 and 18,000 feet."
"It's hard to accept all the suffering people are going through, but you have to.","It's hard to accept all the suffering people are going through, but you have to accept it."
"Even if baseball triggers losses at CBS--and he doesn't think it will --""I'd rather see the games on our air than on NBC and ABC,"" he says.","Even if baseball triggers losses at CBS--and he doesn't think it will --""I'd rather see the games on our air than on NBC and ABC,"" he says."
"""If I can show signs of maturity, almost anybody can,"" he jokes.","""If I can show signs of maturity, almost anybody can,"" he jokes."
And ad agencies insist that they do.,And ad agencies insist that they do insist.
They did not say why.,They did not say why.
"Enough inflation can ultimately even wipe out the bond market, as it did in Britain in the 1970s, thereby crippling the economy.","Enough inflation can ultimately even wipe out the bond market, as it did wipe out the bond market in Britain in the 1970s, thereby crippling the economy."
Sviatslav is pro-communist and Derzhinsky is anti-.,Sviatslav is pro-communist and Derzhinsky is anti-communist.
John loves Mary and Peter Kate.,John loves Mary and Peter loves Kate.
"NOW YOU SEE IT, now you don't.","NOW YOU SEE IT, now you don't see it."
"Even though he skipped one, he did do the rest of the tasks.","Even though he skipped one, he did do the rest of the tasks."
"He notes that program traders have a commission cost advantage because of the quantity of their trades, that they have a smaller margin requirement than individual investors do and that they often can figure out earlier where the market is heading.","He notes that program traders have a commission cost advantage because of the quantity of their trades, that they have a smaller margin requirement than individual investors do, and that they often can figure out earlier where the market is heading than individual investors can."
"""If you're going to be consistent and say it is a constitutionally protected right,"" he asks, ""how are you going to say an upscale woman who can drive to the hospital or clinic in a nice car has a constitutional right and someone who is not in great shape financially does not?""","""If you're going to be consistent and say it is a constitutionally protected right,"" he asks, ""how are you going to say an upscale woman who can drive to the hospital or clinic in a nice car has a constitutional right and someone who is not in great shape financially does not have a constitutional right?"""
Hey?—how’s that?,Hey?—how’s that?
"Dean Steinkuhler, a spectacularly bulked-up former lineman, confesses that he used 'em, and says other Huskers did too.","Dean Steinkuhler, a spectacularly bulked-up former lineman, confesses that he used 'em, and says other Huskers used 'em too."
"All of their friends have children and they can't, so now they want a child more than anything--perhaps even more than Michael wanted his fancy convertible or his deluxe stereo equipment.","All of their friends have children and they can't, so now they want a child more than anything--perhaps even more than Michael wanted his fancy convertible or his deluxe stereo equipment."
"Either my sister will eat the cookies, or my brother the cake.","Either my sister will eat the cookies, or my brother will eat the cake."
"Her Susie Diamond handles a song the way the greats do, like she's hearing the way it should sound inside her head and she's concentrating on matching that internal tone.","Her Susie Diamond handles a song the way the greats do, like she's hearing the way it should sound inside her head and she's concentrating on matching that internal tone."
Susan Larry.,Susan Larry.
Mary wants to buy a book and Jenny a CD.,Mary wants to buy a book and Jenny wants to buy a CD.
"Beth’s nuptials were in Bond Chapel, and Rachel’s were in Rockefeller Chapel.","Beth’s nuptials were in Bond Chapel, and Rachel’s were in Rockefeller Chapel."
"""The only people who are flying are those who have to,"" said Frank Moore, chairman of the Australian Tourist Industry Association.","""The only people who are flying are those who have to,"" said Frank Moore, chairman of the Australian Tourist Industry Association."
"I seemed to believe the boy, I didn't know why.","I seemed to believe the boy, I didn't know why I believed the boy."
"Punching away, we raised what I still think were all the right issues and landed more than one hard blow, but at the end of the affair, there was just the tiniest nagging worry that we had been aiming at the wrong target.","Punching away, we raised what I still think were all the right issues and landed more than one hard blow, but at the end of the affair, there was just the tiniest nagging worry that we had been aiming at the wrong target."
"He has made a cake, and she has, too.","He has made a cake, and she has made a cake, too."
"Did Frank get married first, or Larry?","Did Frank get married first, or did Larry get married first?"
"I want to try to begin to write a novel, and Mary a play.","I want to try to begin to write a novel, and Mary wants to try to begin to write a play."
Jewelry makers rarely pay commissions and aren't expected to anytime soon.,Jewelry makers rarely pay commissions and aren't expected to pay commissions anytime soon.
Anne arrived before three and Susi left after four o’clock yesterday.,Anne arrived before three and Susi left after four o’clock yesterday.
Me!,Me!
"You understand, the University decided emphatically that it was fiends who spoke in those Voices; it would need to prove that, and it did.","You understand, the University decided emphatically that it was fiends who spoke in those Voices; it would need to prove that, and it did prove that."
"You know what the law of averages is, don't you?","You know what the law of averages is, don't you?"
"TW notes, as many junk issuers do, that ""adjusted to eliminate non-cash charges"" TW would have run a cash surplus--in this case, of $56 million over six months.","TW notes, as many junk issuers do note, that ""adjusted to eliminate non-cash charges"" TW would have run a cash surplus--in this case, of $56 million over six months."
"Mr. Wertheimer said the Senate Ethics Committee should hire a special outside counsel to conduct an investigation, as was done in the case of former House Speaker James Wright.","Mr. Wertheimer said the Senate Ethics Committee should hire a special outside counsel to conduct an investigation, as a special outside counsel was hired to conduct an investigation in the case of former House Speaker James Wright."
The man who didn’t leave knows the man who did.,The man who didn’t leave knows the man who did leave.
"If the political establishment is reluctant to forgive sexual misadventures, the private sector sometimes will.","If the political establishment is reluctant to forgive sexual misadventures, the private sector sometimes will forgive sexual misadventures."
"It is impossible for Connor to be nice to Jilian, or Jilian to Connor.","It is impossible for Connor to be nice to Jilian, or Jilian to be nice to Connor."
Lauren can play the guitar better than Mike the violin.,Lauren can play the guitar better than Mike can play the violin.
"The parishioners of St. Michael and All Angels stop to chat at the church door, as members here always have.","The parishioners of St. Michael and All Angels stop to chat at the church door, as members here always have stopped to chat at the church door."
I got it out of the nineteenth century where they know how.,I got it out of the nineteenth century where they know how.
"But when the dollar rises against major foreign currencies, as it did for much of this year, the dollar value of these funds declines.","But when the dollar rises against major foreign currencies, as it did rise for much of this year, the dollar value of these funds declines."
The first train and the second have arrived.,The first train and the second train have arrived.
"Yes, and it sets him to sighing and saddening around, and there’s something the matter with him, he don’t know what.","Yes, and it sets him to sighing and saddening around, and there’s something the matter with him, he don’t know what."
"The company had been experiencing softening margins because of increased sales of software applications, which have lower margins than do operating systems.","The company had been experiencing softening margins because of increased sales of software applications, which have lower margins than operating systems do."
This story line might resonate more strongly if Mr. Lane had as strong a presence in front of the camera as he does behind it.,This story line might resonate more strongly if Mr. Lane had as strong a presence in front of the camera as he does behind the camera.
"Arizona elected Goldwater Senator, and Pennsylvania Schwelker.","Arizona elected Goldwater Senator, and Pennsylvania elected Schwelker Senator."
He cleaned the apartment although he didn’t want to.,He cleaned the apartment although he didn’t want to.
"Yesterday, Joel Zweibel, an attorney for Eastern's creditors committee, declined to comment on whether the experts had ever been instructed to look at other choices and whether they now were asked not to.","Yesterday, Joel Zweibel, an attorney for Eastern's creditors committee, declined to comment on whether the experts had ever been instructed to look at other choices and whether they now were asked not to look at other choices."
It's a matter of being close to those suppliers; many of those companies don't know us as well as they should.,It's a matter of being close to those suppliers; many of those companies don't know us as well as they should know us.
She saw three monkeys and he saw two.,She saw three monkeys and he saw two monkeys.
I want her to win and him to lose.,I want her to win and him to lose.
"She gave the dog a bone, and the man a flower.","She gave the dog a bone, and the man a flower."
"Composer Marc Marder, a college friend of Mr. Lane's who earns his living playing the double bass in classical music ensembles, has prepared an exciting, eclectic score that tells you what the characters are thinking and feeling far more precisely than intertitles, or even words, would.","Composer Marc Marder, a college friend of Mr. Lane's who earns his living playing the double bass in classical music ensembles, has prepared an exciting, eclectic score that tells you what the characters are thinking and feeling far more precisely than intertitles, or even words, would tell you what the characters are thinking and feeling."
"I want to try to begin to write a novel, and Mary to try to begin a play.","I want to try to begin to write a novel, and Mary to try to begin to write a play."
"Wednesday's report from the purchasing agents will be watched to see if the index maintains a level below 50%, as it has for the past couple of months.","Wednesday's report from the purchasing agents will be watched to see if the index maintains a level below 50%, as it has maintained a level below 50% for the past couple of months."
"Warner and Mr. Azoff declined comment, as did MCA, where Mr. Azoff had also been discussing such a venture.","Warner and Mr. Azoff declined comment, as did MCA, where Mr. Azoff had also been discussing such a venture decline comment."
"""I think the market had been expecting the Fed to ease sooner and a little more than it has to date,"" said Robert Johnson, vice president of global markets for Bankers Trust Co.","""I think the market had been expecting the Fed to ease sooner and a little more than it has to date,"" said Robert Johnson, vice president of global markets for Bankers Trust Co."
"If she remains influential with Mr. Dinkins, as some suggest she will, his mayoralty may take on a more anti-development flavor.","If she remains influential with Mr. Dinkins, as some suggest she will remain influential, his mayoralty may take on a more anti-development flavor."
"The net interest margin--the difference between the bank's cost of funds and what it receives as interest payments--improved in the quarter, as did certain areas of wholesale banking.","The net interest margin--the difference between the bank's cost of funds and what it receives as interest payments--improved in the quarter, as did certain areas of wholesale banking improve in the quarter."
"Although Mr. Azoff won't produce films at first, it is possible that he could do so later, the sources said.","Although Mr. Azoff won't produce films at first, it is possible that he could do so later, the sources said."
"And they will again, say money-manager proponents of the growth-stock theme.","And they will invest again, say money-manager proponents of the growth-stock theme."
"I want to try to begin to write a novel, and Mary to write a play.","I want to try to begin to write a novel, and Mary wants to try to begin to write a play."
"Everyone that Kevin did, Jorge thought he kissed.","Everyone that Kevin kissed, Jorge thought he kissed."
"One was Pilgrim’s Progress, about a man that left his family, it didn’t say why.","One was Pilgrim’s Progress, about a man that left his family, it didn’t say why he left his family."
"She asked the kids to stay, and the adults too.","She asked the kids to stay, and the adults to stay too."
"Bob found a plumber who fixed the sink, but I’m not sure with what.","Bob found a plumber who fixed the sink, but I’m not sure with what he fixed the sink."
"Moreover, ticket splitting appears to take the same peculiar pattern at the state government level as it does at the federal level.","Moreover, ticket splitting appears to take the same peculiar pattern at the state government level as it does take at the federal level."
"That country recently bought 200,000 tons of sugar and had been expected to seek a like quantity last week but didn't.","That country recently bought 200,000 tons of sugar and had been expected to seek a like quantity last week but didn't seek a like quantity."
"Many Japanese think it only natural that the organizations or their members would donate to politicians, the way many Japanese do, to win favor or support.","Many Japanese think it only natural that the organizations or their members would donate to politicians, the way many Japanese do donate to politicians, to win favor or support."
"""France opened the limit down, off at least 10% if you could calculate the index, which you couldn't,"" Mr. Clark, the Shearson trader, said early in the afternoon. ""Spain is down 10% and suspended, Sweden's down 8%, Norway 11%.","""France opened the limit down, off at least 10% if you could calculate the index, which you couldn't,"" Mr. Clark, the Shearson trader, said early in the afternoon. ""Spain is down 10% and suspended, Sweden is down 8%, Norway is down 11%."
Tom could see Lee but Mary could not.,Tom could see Lee but Mary could not see Lee.
John hasn't read the book but Peter has.,John hasn't read the book but Peter has read the book.
"He beer, and she orders wine.","He orders beer, and she orders wine."
"Lauren can play the guitar and Mike can, too.","Lauren can play the guitar and Mike can play the guitar, too."
"People got rich through takeovers in those days, as they do today.","People got rich through takeovers in those days, as they do get rich through takeovers today."
"While the theme is compelling, the plot and characters are not.","While the theme is compelling, the plot and characters are not compelling."
"Comsat Video, which distributes pay-per-view programs to hotel rooms, plans to add Nuggets games to their offerings, as Mr. Turner did successfully with his Atlanta Hawks and Braves sports teams.","Comsat Video, which distributes pay-per-view programs to hotel rooms, plans to add Nuggets games to their offerings, as Mr. Turner did successfully add his Atlanta Hawks and Braves sports teams to his offerings."
"During the takeover, Mr. Hahn said he would put his account up for review if WPP's bid were successful, but he didn't.","During the takeover, Mr. Hahn said he would put his account up for review if WPP's bid were successful, but he didn't put his account up for review."
It's that we don't want to.,It's that we don't want to.
"One analyst noted that the company often has better store locations than do its franchisees, thus aiding promotional efforts.","One analyst noted that the company often has better store locations than its franchisees do have, thus aiding promotional efforts."
I think that Sam bakes the best cookies and Mary that Reece the worst.,I think that Sam bakes the best cookies and Mary thinks that Reece bakes the worst.
But most of them could have afforded to keep up their payments--they chose not to do so.,But most of them could have afforded to keep up their payments--they chose not to keep up their payments.
Pro.,Pro.
He also had to fight harder for credibility than his partner did.,He also had to fight harder for credibility than his partner did fight for credibility.
"I thought and, I'm sure, others did: ""You shouldn't have bothered.""","I thought and, I'm sure, others thought: ""You shouldn't have bothered."""
But a spokesman said the quake won't have as big a financial impact on Allstate as Hurricane Hugo did.,But a spokesman said the quake won't have as big a financial impact on Allstate as Hurricane Hugo did have.
"Some wanted to hire the woman who worked on Greek, and others Albanian.","Some wanted to hire the woman who worked on Greek, and others wanted to hire the woman who worked on Albanian."
"""But my daughter couldn't, until she was too ill to take it.","""But my daughter couldn't take it, until she was too ill to take it."
"Most dogs can smell fear, can they not?","Most dogs can smell fear, can they not?"
"There are few prospects for upward mobility, and Mr. Li's daughter, seven-year-old Li Shu, is certain to toil at the factory too someday, as are more than 10,000 of the workers' children.","There are few prospects for upward mobility, and Mr. Li's daughter, seven-year-old Li Shu, is certain to toil at the factory too someday, as are more than 10,000 of the workers' children certain to toil at the factory too someday."
"Investors switched trading focus quickly as they did Tuesday, reflecting uncertainty about long-term commitments to any issue or sector, traders said.","Investors switched trading focus quickly as they did Tuesday, reflecting uncertainty about long-term commitments to any issue or sector, traders said."
"Some people like broccoli, but many don't.","Some people like broccoli, but many don't like broccoli."
"Retailers' sales increased 0.7%, as did their inventories.","Retailers' sales increased 0.7%, as did their inventories increase 0.7%."
So far no one has.,So far no one has.
"Ivan plays krummhorn, Boris fluegelhorn, and Schwarz bassethorn.","Ivan plays krummhorn, Boris plays fluegelhorn, and Schwarz plays bassethorn."
"Mister Ed couldn’t read, but Arnold Ziffel could.","Mister Ed couldn’t read, but Arnold Ziffel could read."
"In the event that the buy-out group stalls in reviving its bid, the UAL board could remain under some pressure to seek another transaction, even without any legal obligation to do so.","In the event that the buy-out group stalls in reviving its bid, the UAL board could remain under some pressure to seek another transaction, even without any legal obligation to do so."
Sounds great--or does it?,Sounds great--or does it sound great?
"The program-trading issue is heating up on Capitol Hill as it is on Wall Street, and several legislators want to grant the SEC the power to shut off the programs when trading becomes too volatile.","The program-trading issue is heating up on Capitol Hill as it is heating up on Wall Street, and several legislators want to grant the SEC the power to shut off the programs when trading becomes too volatile."
"Because you bought two donuts, I bought three.","Because you bought two donuts, I bought three donuts."
It is widely expected that they will.,It is widely expected that they will.
"Doubtless it still exists, but only the thief knows where.","Doubtless it still exists, but only the thief knows where it exists."
"IF IN VITRO fertilization works, it usually does so after only a few tries.","IF IN VITRO fertilization works, it usually does so after only a few tries."
He can't.,He can't.
"Now, Ben Rogers, do you want to do things regular, or don’t you?","Now, Ben Rogers, do you want to do things regular, or don’t you?"
"It's not that we don't know how to, because we do.","It's not that we don't know how to, because we do know how to."
Jill likes your story even though she hates Bill's.,Jill likes your story even though she hates Bill's story.
"If these speculators can't afford to trade as actively as before, stock-index futures prices, and therefore stock prices, may have to fall further than they might otherwise to attract buyers.","If these speculators can't afford to trade as actively as before, stock-index futures prices, and therefore stock prices, may have to fall further than they might otherwise have to fall to attract buyers."
"The group says standardized achievement test scores are greatly inflated because teachers often ""teach the test"" as Mrs. Yeargin did, although most are never caught.","The group says standardized achievement test scores are greatly inflated because teachers often ""teach the test"" as Mrs. Yeargin did teach the test, although most are never caught."
Some have high-fived Daniel and others Ben.,Some have high-fived Daniel and others have high-fived Ben.
"It is thought to be some other sin, but none wit what.","It is thought to be some other sin, but none know what."
"Third and most important, Amex would charge me a far higher premium than other reputable companies would on a straight term policy for the same amount; I'd be paying so heavily just to have the option of getting my premiums back that I'd almost have to cancel to make the whole thing worthwhile.","Third and most important, Amex would charge me a far higher premium than other reputable companies would charge on a straight term policy for the same amount; I'd be paying so heavily just to have the option of getting my premiums back that I'd almost have to cancel to make the whole thing worthwhile."
"""A lot of people think I will give away the store, but I can assure you I will not,"" he says.","""A lot of people think I will give away the store, but I can assure you I will not,"" he says."
You ought to had your jaws boxed; I hain’t been so put out since I don’t know when.,You ought to have had your jaws boxed; I haven’t been so put out since I don’t know when.
It's a tough thing when you can't.,It's a tough thing when you can't.
